"","name","link"
"432","Medical Marijuana and Patient Protection Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2021000S1367&ciq=ncsl&client_md=630adde298bd0ed95ae7311ff8ee16bc&mode=current_text"
"433","Medical Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2021000S1511&ciq=ncsl&client_md=c10679063dbb7f3ba2dda028916f2f37&mode=current_text"
"434","Medical Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2021000S1726&ciq=ncsl&client_md=b39adad72040c3180959930375fee931&mode=current_text"
"435","Medical Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2021000S1737&ciq=ncsl&client_md=6f7dec9774b9ba1e6d36d50794880322&mode=current_text"
"436","Medical Marijuana Authority","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OK2021000H3530&ciq=ncsl&client_md=c2bd264ec693b7a3e04c0f3c3c051a52&mode=current_text"
"437","Unlawful Production of Marijuana","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2025000S162&ciq=ncsl&client_md=c755c73b9b4f21f352f099dc1ca40755&mode=current_text"
"438","Marijuana and Hemp","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2024000H4121&ciq=ncsl&client_md=28928fa876b2cefcb3ff7cfa5725f61c&mode=current_text"
"439","Unlawful Manufacture of Marijuana Site Clean Up","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2023000S326&ciq=ncsl&client_md=310c386d199e1f0fc4ddd7d5e564c757&mode=current_text"
"440","Driving While Under Influence of Intoxicants","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2023000H2316&ciq=ncsl&client_md=f8405b37f70e617cde660d67a95c564d&mode=current_text"
"441","High School Teachers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2022000S1522&ciq=ncsl&client_md=ca7f1d0fe91198e29514b8acff7b711e&mode=current_text"
"442","Human Trafficking","http://custom.statenet.com/public/resources.cgi?id=ID:bill:OR2022000H4074&ciq=ncsl&client_md=0aa4f167582b01491d632ef894251354&mode=current_text"
"443","Cannabis Related Business and Incentive Based Savings","http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2021000H331&ciq=ncsl&client_md=30e2bd6ee0f1818bb117fa1060e390ab&mode=current_text"
"444","The Rhode Island Cannabis Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7505&ciq=ncsl&client_md=69abf928788ffcc4cb76052396926ba8&mode=current_text"
"445","Motor Vehicle Offenses","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7631&ciq=ncsl&client_md=315f1c056a17aa7240d8592f92a7e922&mode=current_text"
"446","Statutes and Statutory Construction","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H8325&ciq=ncsl&client_md=0d0f3ddd792d50be55cd46e7798f9666&mode=current_text"
"447","Cannabis Control Commission","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2021000S2430&ciq=ncsl&client_md=64e6e97d12a13cc4bce3fa308089d270&mode=current_text"
"448","Rhode Island Cannabis Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2021000H7593&ciq=ncsl&client_md=344076087c88fd08ed7fdf1c059a30d1&mode=current_text"
"449","Use of Medical Cannabis and Probation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2024000S191&ciq=ncsl&client_md=dc954c0728eeed272f25055990e4185d&mode=current_text"
"450","Medical Marijuana Establishments and Counties","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2024000S219&ciq=ncsl&client_md=4ae9e79c2df9773f1659226807455ebc&mode=current_text"
"451","Medical Marijuana Registry Identification Application","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2024000H1024&ciq=ncsl&client_md=9376b1b6046d1c818d386fbc4868fb74&mode=current_text"
"452","Controlled Substances Schedule","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2023000S27&ciq=ncsl&client_md=49932a0a1e816169afbe992b62125b08&mode=current_text"
"453","Municipal Zoning of Medical Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2022000S190&ciq=ncsl&client_md=d77ee33512d981de166cb132d1bc8963&mode=current_text"
"454","Driving Under the Influence","http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2022000H1108&ciq=ncsl&client_md=5cf3370d0440abf612945ff1a4923616&mode=current_text"
"455","Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000S859&ciq=ncsl&client_md=eb4c245b07d788edc4d1787423e5960a&mode=current_text"
"456","Silas Gable Flatt Law","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1198&ciq=ncsl&client_md=83643ce74dbe16a37fcb634b41876b4c&mode=current_text"
"457","Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000S859&ciq=ncsl&client_md=eb4c245b07d788edc4d1787423e5960a&mode=current_text"
"458","Silas Gable Flatt Law","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2023000H1198&ciq=ncsl&client_md=83643ce74dbe16a37fcb634b41876b4c&mode=current_text"
"459","Law Enforcement","http://custom.statenet.com/public/resources.cgi?id=ID:bill:TN2021000S399&ciq=ncsl&client_md=a1d314dab368f4fc3da0d54f0c815eae&mode=current_text"
"460","Cannabis Production Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2025000H343&ciq=ncsl&client_md=b3a221c09b544f8cae037f8c67923b25&mode=current_text"
"461","Cannabis Pharmacy Modifications","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000H389&ciq=ncsl&client_md=2dc3a034864fb6185b51350a5b096a63&mode=current_text"
"462","Driving Offenses","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000H29&ciq=ncsl&client_md=7e0a6f4bf20a4f5a463ec178d58f0f69&mode=current_text"
"463","DUI Penalties","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000H137&ciq=ncsl&client_md=b8634b5c1972718be166266e7ec67300&mode=current_text"
"464","DUI Penalty Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2022000H143&ciq=ncsl&client_md=bc611e75a4f838490e8fb884f3f09739&mode=current_text"
"465","Miscellaneous Cannabis Amendments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H612&ciq=ncsl&client_md=ce03651026e6a2aa8a5090ecde58002d&mode=current_text"
"466","Regulating Licensed Small Cannabis Cultivation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000S188&ciq=ncsl&client_md=f0a837c5542fe0915240d8abd34a333d&mode=current_text"
"467","Budget Adjustments","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H679&ciq=ncsl&client_md=c012e48c3562a46e8418ef0f94459cb3&mode=current_text"
"468","Cannabis License Fees and Registry","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H701&ciq=ncsl&client_md=585ff0eba8f76f1fa468a12c72db6349&mode=current_text"
"469","Technical Corrections","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H731&ciq=ncsl&client_md=6901d375a4838ec4943d7640ad691e10&mode=current_text"
"470","Appropriations for the Support of Government","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2021000H740&ciq=ncsl&client_md=74e82174f58b3aa1d3656e0b8caa12d6&mode=current_text"
"471","Budget Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2022000H29&ciq=ncsl&client_md=189ef6a62779e9ebd2c10d69713c0fe1&mode=current_text"
"472","Budget Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2022000H30&ciq=ncsl&client_md=864d99a8aee702a7a0d98ffd33d13e90&mode=current_text"
"473","Department of Motor Vehicles","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2022000S1398&ciq=ncsl&client_md=8051109d60d9e0cb9cc86e197dd5799b&mode=current_text"
"474","Budget Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2022000H29&ciq=ncsl&client_md=189ef6a62779e9ebd2c10d69713c0fe1&mode=current_text"
"475","Budget Bill","http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2022000H30&ciq=ncsl&client_md=864d99a8aee702a7a0d98ffd33d13e90&mode=current_text"
"476","Sale and Possession of Retail Cannabis Products","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1249&ciq=ncsl&client_md=8a45a74caff59b4cd78549402f36e978&mode=current_text"
"477","Arrest Protections for the Medical Use of Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1563&ciq=ncsl&client_md=7a921555a769e3eb7fb689fd6652be99&mode=current_text"
"478","Accreditation of Private Cannabis Testing Laboratories","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H2151&ciq=ncsl&client_md=15ddf073af7dca83bb0a350a3e23b0d0&mode=current_text"
"479","High Thc Cannabis Products","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H2320&ciq=ncsl&client_md=396d47bdfe4fab0f715596c02d5bb214&mode=current_text"
"480","Interstate Cannabis Agreements","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5069&ciq=ncsl&client_md=2c4f72b01de9c7ca74ad047c6a4092a9&mode=current_text"
"481","Social Equity in Cannabis Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5080&ciq=ncsl&client_md=4776ee830428edaaacbc2d5c6c430663&mode=current_text"
"482","Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5123&ciq=ncsl&client_md=4c233b9cb29c3aaec4f2efdb8b6c6d13&mode=current_text"
"483","Legend Drug Possession and Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5536&ciq=ncsl&client_md=bf84beab2da52785bc7eab4fae9c62b8&mode=current_text"
"484","Arrest Protections for the Medical Use of Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1563&ciq=ncsl&client_md=7a921555a769e3eb7fb689fd6652be99&mode=current_text"
"485","Interstate Cannabis Agreements","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5069&ciq=ncsl&client_md=2c4f72b01de9c7ca74ad047c6a4092a9&mode=current_text"
"486","Social Equity in Cannabis Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5080&ciq=ncsl&client_md=4776ee830428edaaacbc2d5c6c430663&mode=current_text"
"487","Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5123&ciq=ncsl&client_md=4c233b9cb29c3aaec4f2efdb8b6c6d13&mode=current_text"
"488","Legend Drug Possession and Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5536&ciq=ncsl&client_md=bf84beab2da52785bc7eab4fae9c62b8&mode=current_text"
"489","Replacement of Term Marijuana with the Term Cannabis","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1210&ciq=ncsl&client_md=7fd007b00d041e73b552fb2e51b6f690&mode=current_text"
"490","Quality Standards for Laboratories","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1859&ciq=ncsl&client_md=6f3f1bfaeaa41a7b3f1ba65518b02834&mode=current_text"
"491","Supplemental Operating Appropriations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5693&ciq=ncsl&client_md=06eee3bf1a7c3a1f44f82a57f3540239&mode=current_text"
"492","Cannabis Revenue Appropriations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5796&ciq=ncsl&client_md=3ca837db73fad7643793b4ffbdd13d6c&mode=current_text"
"493","Supplemental Appropriations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2025000H460&ciq=ncsl&client_md=8508afa3db894e58a1b76a5915210caa&mode=current_text"
"494","Opioid Settlement Funds","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000HJR21&ciq=ncsl&client_md=bb1ee12766233127156ea0b1f26513f2&mode=current_text"
"495","Statewide Integrated Health Care System","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000S135&ciq=ncsl&client_md=1a0a03356b6ae1fe27b59f4473b85451&mode=current_text"
"496","Supplemental Appropriations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2024000H479&ciq=ncsl&client_md=cac70494ca02b1b99e2bb36655f62474&mode=current_text"
"497","Opioid Treatment and Abatement Fund","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2023000H465&ciq=ncsl&client_md=60db8f1df34b61199c8a46a5345b0dda&mode=current_text"
"498","Professional Counseling","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2022000S99&ciq=ncsl&client_md=9be9fb1f996950cba8b87f02acc7e797&mode=current_text"
"499","Health Care","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2019000S425&ciq=ncsl&client_md=e0308d84638c139c0b5b9dfc37ee979c&mode=current_text"
"500","Comprehensive Mental Health Program Appropriation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2023000H270&ciq=ncsl&client_md=1d2a9288a4587e30c723b846ae0f7d4a&mode=current_text"
"501","Board of Behavioral Health Examiners","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2024000S1062&ciq=ncsl&client_md=b8d00a58c4d8d2ec48c2f29e7822c8f2&mode=current_text"
"502","Drug Offenses","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2024000H2045&ciq=ncsl&client_md=b934604916110183d7f2cb02b4350bc8&mode=current_text"
"503","Mental Health Transition Program and Release","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2024000H2433&ciq=ncsl&client_md=c5e31bb42a8604932f9df0fcc05b9a56&mode=current_text"
"504","Hospitals and Physicians and Dispensing Opioids","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2023000H2564&ciq=ncsl&client_md=b8f6e2697ce6032c12aa1a546bdbcb13&mode=current_text"
"505","Overdose and Disease Prevention","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000S1250&ciq=ncsl&client_md=925df384e094fd9ce75bc2416220e35b&mode=current_text"
"506","Telehealth And Health Care Providers","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2454&ciq=ncsl&client_md=ec861c1b0814577da5140d44b4a5f25a&mode=current_text"
"507","Health Care Cost Containment System","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2019000S1535&ciq=ncsl&client_md=990327976e7637171689695550b7ca06&mode=current_text"
"508","Board of Nursing","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2019000H2068&ciq=ncsl&client_md=70eb450595ee6657c54ebb0a50e84a15&mode=current_text"
"509","Annual Cap","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000S348&ciq=ncsl&client_md=107009cdb47d917762c7acf5885c9cfb&mode=current_text"
"510","Recidivism Reduction System","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000S590&ciq=ncsl&client_md=01614d665a4e86abb0164bce39ff85e1&mode=current_text"
"511","Department of Human Services","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1559&ciq=ncsl&client_md=d01975ba7c2004ee4e8b5cbdabab1398&mode=current_text"
"512","Recidivism Reduction System","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1931&ciq=ncsl&client_md=76753ef71104d407114d8857b86fb41b&mode=current_text"
"513","Department of Finance and Administration Appropriations","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2024000H1064&ciq=ncsl&client_md=7336352a411bf53ab3c0247b32fe6548&mode=current_text"
"514","Family Treatment Specialty Court Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2023000H1144&ciq=ncsl&client_md=36c5dcdcc4a9db72aecb50a06226c79f&mode=current_text"
"515","Prior Authorization Transparency Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2023000H1558&ciq=ncsl&client_md=1448dcf160f0a9bad9ab188f6396c76c&mode=current_text"
"516","Controlled Substances: Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S46&ciq=ncsl&client_md=c14e6e5873ab5131b07f8f279d013f7d&mode=current_text"
"517","The Behavioral Health Services Act","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S326&ciq=ncsl&client_md=1ed5346e585979a9fdb2e17333cdcd49&mode=current_text"
"518","The Behavioral Health Infrastructure Bond Act of 2023","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A531&ciq=ncsl&client_md=c10fdeb2dfc740498477fb1693a26aeb&mode=current_text"
"519","Pharmacy: Mobile Units","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A663&ciq=ncsl&client_md=4de197a2ac6d978b7ea95c7ea956b6a1&mode=current_text"
"520","Minors: Consent to Medical Care","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A816&ciq=ncsl&client_md=b7e0deda3b905c84e7b13b1e001fd8a0&mode=current_text"
"521","Juveniles: Care and Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A866&ciq=ncsl&client_md=e6e25382a9a51cc6678b15d79bd11846&mode=current_text"
"522","Health Facilities","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1238&ciq=ncsl&client_md=8105f12c37194d49e3a86aa0b7d25876&mode=current_text"
"523","Mental Health and Substance Use Disorder Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1320&ciq=ncsl&client_md=2d7af4f380262ce455c4a40c69aeb5ca&mode=current_text"
"524","CURES Database: Buprenorphine","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1731&ciq=ncsl&client_md=c5a5c9f6bd86595dfb82c2b0137aefe0&mode=current_text"
"525","Health Care Coverage: Medication-Assisted Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A1842&ciq=ncsl&client_md=9c6fce6c8ac9550476495397f26813e1&mode=current_text"
"526","Substance Abuse: Recovery and Treatment Programs","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2081&ciq=ncsl&client_md=e6358ba64ea22d34d567b97edc53b185&mode=current_text"
"527","Controlled Substances: Clinics","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2115&ciq=ncsl&client_md=db18c2078df1ee28688ff7c953d23755&mode=current_text"
"528","Chemical Dependency Recovery Hospitals","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2376&ciq=ncsl&client_md=7d118816e91d03b1d7193a2f99e29827&mode=current_text"
"529","Alcoholism or Drug Abuse Recovery or Treatment Programs","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2574&ciq=ncsl&client_md=e20cd97f023b09e2fb5b8f354c23517a&mode=current_text"
"530","Public Health: Alcohol and Drug Programs","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000A2995&ciq=ncsl&client_md=f9f8f4ee88ea1649f824b76e1d9c0dbd&mode=current_text"
"531","Health","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000S171&ciq=ncsl&client_md=7bb3e71c45a80f7370305a8b1308721a&mode=current_text"
"532","Budget Act of 2022","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A179&ciq=ncsl&client_md=7b226b61c279a8a6c4e90bc372cdcc0d&mode=current_text"
"533","Health","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000S184&ciq=ncsl&client_md=dc5ff93759cc80526bdad1d68281762a&mode=current_text"
"534","Licensed Rehabilitation Facilities: Duties","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A381&ciq=ncsl&client_md=c4f9c97ba9640dbac8cb69b56fc22dae&mode=current_text"
"535","California MAT Re-entry Incentive Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A644&ciq=ncsl&client_md=f3521e009b6395607c40654214b466e3&mode=current_text"
"536","Medication Assisted Treatment Grant Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A653&ciq=ncsl&client_md=7aeeb67ee37f3cc7db1a64b3c4ccd826&mode=current_text"
"537","State Board of Pharmacy: Appointment: Removal","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A1533&ciq=ncsl&client_md=d82d1d561a3dc2e128210f5d6c5ac3ac&mode=current_text"
"538","Substance Abuse Treatment: Certification","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A1860&ciq=ncsl&client_md=f4a1c22985b53187b0e4800be9c60c10&mode=current_text"
"539","Substance Use Disorder: Counselors","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A2473&ciq=ncsl&client_md=d02eb7a786af90faf0f622c1d285aa94&mode=current_text"
"540","Licensed Rehabilitation Facilities: Duties","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2021000A381&ciq=ncsl&client_md=c4f9c97ba9640dbac8cb69b56fc22dae&mode=current_text"
"541","Prevention of Substance Use Disorders","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000S47&ciq=ncsl&client_md=3a446fbfbff40e7e4617cec017e41358&mode=current_text"
"542","Substance Use Disorders Recovery","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000S48&ciq=ncsl&client_md=29d6e0d9a2482abeaca5f6e32a7486f4&mode=current_text"
"543","Substance Use Disorders Harm Reduction","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1037&ciq=ncsl&client_md=d647a14872f9f261c6e5527cc3d48098&mode=current_text"
"544","Treatment for Substance Use Disorders","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1045&ciq=ncsl&client_md=ad68cd79715168642f55a96c5719703f&mode=current_text"
"545","Bill of Rights for Youth","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1170&ciq=ncsl&client_md=c39fc52484a9be9a625b45cc66ef37cb&mode=current_text"
"546","Certified Community Behavioral Health Clinics","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2024000H1384&ciq=ncsl&client_md=ac886ebbe89e332f2010ec32ef481791&mode=current_text"
"547","Recovery Residence Discharge Policy","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000H1204&ciq=ncsl&client_md=9fd58294ab4f1e95d5d54a5554c3d271&mode=current_text"
"548","Behavioral Health Administration","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2023000H1236&ciq=ncsl&client_md=a33a6417719bc5b6e2b819370db5179e&mode=current_text"
"549","Interstate Licensed Professional Counselor Compact","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000S77&ciq=ncsl&client_md=94b9bf74fd3eb01457adf3a571b30fdf&mode=current_text"
"550","Behavioral Health Care Workforce","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000S181&ciq=ncsl&client_md=fa01e578880f6ee3b7ed2508b640a2c5&mode=current_text"
"551","Health Needs Of Persons In Criminal Justice System","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000S196&ciq=ncsl&client_md=75f3ba57aae31d69f52c7b7115c67d91&mode=current_text"
"552","Behavioral Health Administration","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1278&ciq=ncsl&client_md=caf16cdbed0e66025925ab4b3792ef0e&mode=current_text"
"553","Behavioral Health Care Continuum Gap Grant Program","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1281&ciq=ncsl&client_md=8c7df8c0ee6dc2d8144a686f5766d1d0&mode=current_text"
"554","Fentanyl Accountability And Prevention","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2022000H1326&ciq=ncsl&client_md=7a53e3d23b0764a752d2f810156289cc&mode=current_text"
"555","Prevention of Substance Use Disorders","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2021000H1276&ciq=ncsl&client_md=37530476391303df1b3913971fd8c9f6&mode=current_text"
"556","Opioid and Substance Use Disorder Treatment","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2020000S7&ciq=ncsl&client_md=5dc11727e09060192b19c35d02cbcf80&mode=current_text"
"557","Coronavirus Funds Allocation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2020000H1411&ciq=ncsl&client_md=caa39cb7198cc614873f60bf0d12b536&mode=current_text"
"558","Substance Use Disorders","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2019000H1009&ciq=ncsl&client_md=7d1c5ad0e05c0ed2fc9aaa0fde6be857&mode=current_text"
"559","Dispensing Drugs Without a Prescription","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2019000H1077&ciq=ncsl&client_md=6b35e747ef975dc9d24a70e7a8fec489&mode=current_text"
"560","Treatment for Opioids and Substance Use Disorders","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CO2019000H1287&ciq=ncsl&client_md=496c890d74d52dcce1ed5b661128d298&mode=current_text"
"561","Department of Public Health","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2024000H5291&ciq=ncsl&client_md=3b0c33cb0e90db219dda349be0975891&mode=current_text"
"562","Membership of the Opioid Settlement Advisory Committee","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2024000H5511&ciq=ncsl&client_md=f06984fa256d9b16383a625153fa4853&mode=current_text"
"563","General Government","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2024000H5523&ciq=ncsl&client_md=6be5d2fc9c0bf0cb88f8a3ea36b48888&mode=current_text"
"564","Opioid and Tobacco Settlement Funds","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2023000H6914&ciq=ncsl&client_md=c9383ee0c7a726aeebfe5b0b10b94b7d&mode=current_text"
"565","Delivery of Health Care and Mental Health Care Services","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000S448&ciq=ncsl&client_md=abb498d14a74d9cd6891802dea2c8901&mode=current_text"
"566","Governors Budget Recommendations Opioid Litigation","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5044&ciq=ncsl&client_md=1a64f55527cba41d7c88b2cfd92b386d&mode=current_text"
"567","Opioids","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5430&ciq=ncsl&client_md=a2ea9947e4e6affd9fa2095ed85a5cf5&mode=current_text"
"568","State Budget","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2022000H5506&ciq=ncsl&client_md=4c671dc9079d0e74bfbe264d946ab67a&mode=current_text"
"569","Telehealth Services","http://custom.statenet.com/public/resources.cgi?id=ID:bill:CT2021000H5596&ciq=ncsl&client_md=86a9eac586fab5e134b51199e12a811c&mode=current_text"
"570","Recovery Housing","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2023000H114&ciq=ncsl&client_md=3cb91fe2fbec4f2f809794ba542dbb48&mode=current_text"
"571","Behavioral Health Crisis Intervention Services","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2023000H160&ciq=ncsl&client_md=9f99e792691e2809108f586139a5246b&mode=current_text"
"572","Elimination of Certain Fees","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2023000S282&ciq=ncsl&client_md=73aefda780e4a405237dd0ffd1d20c10&mode=current_text"
"573","Prescription Opioid Impact Fee and Court Settlements","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000S166&ciq=ncsl&client_md=0f45ccde7fc2453cc98bb1721d34db5d&mode=current_text"
"574","Multistate Professional Counselor Licensure Compact","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000S257&ciq=ncsl&client_md=862629fa5445e5f8cbb308bfb9b4e867&mode=current_text"
"575","Prescription Opioid Impact Fee and Court Settlements","http://custom.statenet.com/public/resources.cgi?id=ID:bill:DE2021000S166&ciq=ncsl&client_md=0f45ccde7fc2453cc98bb1721d34db5d&mode=current_text"
